Type,, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label,Type
1,242152,80,98687746,8,6,319,11595,319,0,39.875,112.7835316,4344,0,1932.5,1754.831473,120.7242083,0.141861584,7591365.077,27400000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,15454,3090.8,4751.356091,10969,37,0,0,0,0,264,200,0.081063762,0.060797822,0,4344,794.2666667,1425.366442,2031669.495,0,0,0,0,1,0,0,0,0,851.0,39.875,1932.5,264,0,0,0,0,0,0,8,319,6,11595,274,235,1,32,1011.0,0.0,1011,1011,98700000.0,0.0,98700000,98700000,DoS Hulk,1
1,269272,80,98730667,9,6,332,11595,326,0,36.88888889,108.4348243,4344,0,1932.5,2178.085008,120.8033974,0.151928478,7052190.5,26400000.0,98700000,1,98700000,12300000.0,34900000.0,98700000,1,38424,7684.8,12166.33284,27992,2,0,0,0,0,284,200,0.091157087,0.060771391,0,4344,745.4375,1577.827366,2489539.196,0,0,0,0,1,0,0,0,0,795.1333333,36.88888889,1932.5,284,0,0,0,0,0,0,9,332,6,11595,251,235,2,20,1989.0,0.0,1989,1989,98700000.0,0.0,98700000,98700000,DoS Hulk,1
1,283757,80,100013642,6,6,388,11595,370,0,64.66666667,149.6110513,7240,0,1932.5,3126.682571,119.813655,0.119983632,9092149.273,30100000.0,99900000,5,99900000,20000000.0,44700000.0,99900000,5,100000000,20000000.0,44600000.0,99900000,83,0,0,0,0,164,200,0.059991816,0.059991816,0,7240,922.2307692,2242.923619,5030706.359,1,0,0,0,0,0,0,0,1,999.0833333,64.66666667,1932.5,164,0,0,0,0,0,0,6,388,6,11595,0,235,3,20,9996.0,0.0,9996,9996,99900000.0,0.0,99900000,99900000,DoS Hulk,1
1,264837,80,83417148,9,6,360,11595,354,0,40.0,117.7667186,4344,0,1932.5,1754.831473,143.3158564,0.179819142,5958367.714,22300000.0,83300000,0,83300000,10400000.0,29400000.0,83300000,0,146440,29288.0,58339.00283,133166,14,0,0,0,0,284,200,0.107891485,0.071927657,0,4344,747.1875,1390.377178,1933148.696,0,0,0,0,1,0,0,0,0,797.0,40.0,1932.5,284,0,0,0,0,0,0,9,360,6,11595,274,235,2,20,1994.0,0.0,1994,1994,83300000.0,0.0,83300000,83300000,DoS Hulk,1
1,234690,80,98700729,5,7,378,11595,366,0,75.6,162.3662527,5792,0,1656.428571,2120.732252,121.3060949,0.121579649,8972793.545,29700000.0,98600000,2,98600000,24700000.0,49300000.0,98600000,2,98700000,16500000.0,40300000.0,98600000,47,0,0,0,0,144,232,0.050658187,0.070921462,0,5792,921.4615385,1714.817707,2940599.769,1,0,0,0,0,0,0,0,1,998.25,75.6,1656.428571,144,0,0,0,0,0,0,5,378,7,11595,0,235,2,20,16978.0,0.0,16978,16978,98600000.0,0.0,98600000,98600000,DoS Hulk,1
1,277581,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,86570,80,99267015,8,7,656,11595,328,0,82.0,151.8344964,2907,0,1656.428571,1304.568876,123.4146106,0.151107596,7090501.071,26400000.0,98900000,1,99100000,14200000.0,37400000.0,98900000,1,347583,57930.5,93493.74438,215925,9,0,0,0,0,264,232,0.080590718,0.070516878,0,2907,765.6875,1161.964412,1350161.296,0,0,0,0,1,0,0,0,0,816.7333333,82.0,1656.428571,264,0,0,0,0,0,0,8,656,7,11595,251,235,2,32,8.0,0.0,8,8,98900000.0,0.0,98900000,98900000,DoS Hulk,1
1,150319,80,83524205,7,6,348,11595,348,0,49.71428571,131.5316366,4344,0,1932.5,1754.831473,142.9884906,0.155643505,6960350.417,24100000.0,83400000,1,83400000,13900000.0,34000000.0,83400000,1,144588,28917.6,58018.38487,132290,16,0,0,0,0,232,200,0.083808041,0.071835464,0,4344,853.0714286,1460.699962,2133644.379,0,0,0,0,1,0,0,0,0,918.6923077,49.71428571,1932.5,232,0,0,0,0,0,0,7,348,6,11595,251,235,1,32,6.0,0.0,6,6,83400000.0,0.0,83400000,83400000,DoS Hulk,1
1,115132,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,249324,80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,269032,80,98733753,8,6,356,11595,344,0,44.5,121.0466262,4344,0,1932.5,1977.812908,121.0426996,0.141795481,7594904.077,27400000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,33390,6678.0,9551.770124,21065,48,0,0,0,0,240,200,0.081025989,0.060769492,0,4344,796.7333333,1525.092619,2325907.495,0,0,0,0,1,0,0,0,0,853.6428571,44.5,1932.5,240,0,0,0,0,0,0,8,356,6,11595,251,235,3,20,2042.0,0.0,2042,2042,98700000.0,0.0,98700000,98700000,DoS Hulk,1
1,126996,80,85260904,6,8,374,11595,356,0,62.33333333,143.8967222,5792,0,1449.375,2048.895796,140.3808714,0.164201871,6558531.077,23600000.0,85100000,5,85100000,17000000.0,38100000.0,85100000,5,85300000,12200000.0,32200000.0,85100000,9,0,0,0,0,164,264,0.070372231,0.093829641,0,5792,798.3333333,1620.365024,2625582.81,1,0,0,0,0,0,0,0,1,855.3571429,62.33333333,1449.375,164,0,0,0,0,0,0,6,374,8,11595,0,235,3,20,10002.0,0.0,10002,10002,85100000.0,0.0,85100000,85100000,DoS Hulk,1
1,163180,80,85370232,5,7,357,11595,345,0,71.4,152.9764688,4344,0,1656.428571,1760.597234,140.0019623,0.140564219,7760930.182,25700000.0,85200000,2,85200000,21300000.0,42600000.0,85200000,4,85400000,14200000.0,34800000.0,85200000,9,0,0,0,0,144,232,0.058568425,0.081995795,0,4344,919.8461538,1497.890675,2243676.474,1,0,0,0,0,0,0,0,1,996.5,71.4,1656.428571,144,0,0,0,0,0,0,5,357,7,11595,0,235,2,20,9005.0,0.0,9005,9005,85200000.0,0.0,85200000,85200000,DoS Hulk,1
1,327321,80,30022,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,399.7068816,99.92672041,15011.0,21016.62775,29872,150,30022,30022.0,0.0,30022,30022,0,0.0,0.0,0,0,0,0,0,0,40,32,66.6178136,33.3089068,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,91925,80,98335678,7,6,336,11595,330,0,48.0,124.3704145,5792,0,1932.5,2534.051598,121.3293104,0.132200238,8194639.833,28400000.0,98300000,1,98300000,16400000.0,40100000.0,98300000,1,5178,1035.6,2081.18423,4757,47,0,0,0,0,220,200,0.071184743,0.061015494,0,5792,852.2142857,1849.23253,3419660.951,0,0,0,0,1,0,0,0,0,917.7692308,48.0,1932.5,220,0,0,0,0,0,0,7,336,6,11595,251,235,2,20,3.0,0.0,3,3,98300000.0,0.0,98300000,98300000,DoS Hulk,1
1,80779,80,98697438,9,6,367,11595,367,0,40.77777778,122.3333333,5792,0,1932.5,2181.008184,121.1986881,0.151979629,7049817.0,26300000.0,98600000,3,98600000,12300000.0,34800000.0,98600000,3,144475,28895.0,57948.7253,132143,46,0,0,0,0,296,200,0.091187777,0.060791852,0,5792,747.625,1578.668632,2492194.65,0,0,0,0,1,0,0,0,0,797.4666667,40.77777778,1932.5,296,0,0,0,0,0,0,9,367,6,11595,251,235,1,32,1178.0,0.0,1178,1178,98600000.0,0.0,98600000,98600000,DoS Hulk,1
1,33666,80,3003679,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998775169,1501839.5,710437.9612,2004195,999484,3003679,1501839.5,710437.9612,2004195,999484,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998775169,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris,1
1,224304,80,98053757,9,6,386,11595,380,0,42.88888889,126.4322392,4344,0,1932.5,1754.831473,122.1880769,0.15297731,7003839.786,26200000.0,98000000,1,98000000,12300000.0,34600000.0,98000000,1,47491,9498.2,15282.54795,35235,25,0,0,0,0,284,200,0.091786386,0.061190924,0,4344,748.8125,1389.902117,1931827.896,0,0,0,0,1,0,0,0,0,798.7333333,42.88888889,1932.5,284,0,0,0,0,0,0,9,386,6,11595,251,235,2,20,8.0,0.0,8,8,98000000.0,0.0,98000000,98000000,DoS Hulk,1
1,227813,80,83098186,8,5,380,11595,368,0,47.5,129.5299193,5792,0,2319.0,3170.403917,144.1066355,0.156441441,6924848.833,23900000.0,83000000,1,83000000,11900000.0,31400000.0,83000000,1,146303,36575.75,65264.78152,134111,50,0,0,0,0,240,168,0.096271656,0.060169785,0,5792,855.3571429,2093.712992,4383634.093,0,0,0,0,1,0,0,0,0,921.1538462,47.5,2319.0,240,0,0,0,0,0,0,8,380,5,11595,274,235,3,20,1016.0,0.0,1016,1016,83000000.0,0.0,83000000,83000000,DoS Hulk,1
1,260605,80,98410367,5,7,360,11595,348,0,72.0,154.3178538,5792,0,1656.428571,2429.118623,121.4811037,0.121938373,8946397.0,29700000.0,98400000,2,98400000,24600000.0,49200000.0,98400000,216,98400000,16400000.0,40200000.0,98400000,2,0,0,0,0,144,232,0.050807655,0.071130717,0,5792,920.0769231,1908.886345,3643847.077,1,0,0,0,0,0,0,0,1,996.75,72.0,1656.428571,144,0,0,0,0,0,0,5,360,7,11595,0,235,2,20,14025.0,0.0,14025,14025,98400000.0,0.0,98400000,98400000,DoS Hulk,1
1,204481,80,84451180,5,7,339,11595,327,0,67.8,144.9282581,4344,0,1656.428571,1760.597234,141.3124127,0.142093929,7677380.0,25400000.0,84300000,1,84300000,21100000.0,42100000.0,84300000,1,84500000,14100000.0,34400000.0,84300000,49,0,0,0,0,144,232,0.059205804,0.082888125,0,4344,918.4615385,1498.474536,2245425.936,1,0,0,0,0,0,0,0,1,995.0,67.8,1656.428571,144,0,0,0,0,0,0,5,339,7,11595,0,235,2,20,13990.0,0.0,13990,13990,84300000.0,0.0,84300000,84300000,DoS Hulk,1
1,293638,80,86870267,9,6,379,11595,379,0,42.11111111,126.3333333,5792,0,1932.5,2181.008184,137.8377253,0.172671278,6205019.071,22900000.0,85900000,2,86900000,10900000.0,30300000.0,85900000,2,6683,1336.6,2639.379908,6051,14,0,0,0,0,304,200,0.103602767,0.069068511,0,5792,748.375,1578.478587,2491594.65,0,0,0,0,1,0,0,0,0,798.2666667,42.11111111,1932.5,304,0,0,0,0,0,0,9,379,6,11595,251,235,1,32,983.0,0.0,983,983,85900000.0,0.0,85900000,85900000,DoS Hulk,1
1,94862,80,1017381,6,5,1412,11595,353,0,235.3333333,182.2884162,7240,0,2319.0,3331.638186,12784.78761,10.81207532,101738.1,145646.4554,423965,25,855985,171197.0,174583.7521,423965,1041,1017356,254339.0,408239.3601,856019,47,0,0,0,0,200,168,5.897495628,4.91457969,0,7240,1083.916667,2290.057342,5244362.629,0,0,0,1,0,0,0,0,0,1182.454545,235.3333333,2319.0,200,0,0,0,0,0,0,6,1412,5,11595,29200,235,4,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,319954,80,4,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,96,0,750000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,182044,80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,266720,80,85672104,7,6,348,11595,348,0,49.71428571,131.5316366,4344,0,1932.5,1977.812908,139.4036033,0.151741342,7139342.0,24700000.0,85500000,0,85500000,14300000.0,34900000.0,85500000,0,149500,29900.0,59150.95209,135163,66,0,0,0,0,232,200,0.081706876,0.070034465,0,4344,853.0714286,1566.449413,2453763.764,0,0,0,0,1,0,0,0,0,918.6923077,49.71428571,1932.5,232,0,0,0,0,0,0,7,348,6,11595,251,235,1,32,5.0,0.0,5,5,85500000.0,0.0,85500000,85500000,DoS Hulk,1
1,283576,80,100008645,7,6,367,11595,361,0,52.42857143,136.0855823,5792,0,1932.5,2181.008184,119.6096597,0.129988762,8334053.75,28900000.0,100000000,1,100000000,16700000.0,40800000.0,100000000,1,48445,9689.0,15666.41132,36153,46,0,0,0,0,220,200,0.069993949,0.059994813,0,5792,854.4285714,1666.433396,2777000.264,0,0,0,0,1,0,0,0,0,920.1538462,52.42857143,1932.5,220,0,0,0,0,0,0,7,367,6,11595,251,235,2,20,1002.0,0.0,1002,1002,100000000.0,0.0,100000000,100000000,DoS Hulk,1
1,101907,80,81711,3,5,360,11595,360,0,120.0,207.8460969,7240,0,2319.0,3331.638186,146308.3306,97.90603468,11673.0,25762.72839,69232,2,11987,5993.5,8473.260559,11985,2,81682,20420.5,33012.84831,69232,158,0,0,0,0,104,168,36.71476301,61.19127168,0,7240,1328.333333,2634.801511,6942179.0,0,0,0,1,0,0,0,0,1,1494.375,120.0,2319.0,104,0,0,0,0,0,0,3,360,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,205011,80,98701672,6,7,321,11595,303,0,53.5,122.2648764,5792,0,1656.428571,2120.732252,120.7274381,0.131710028,8225139.333,28500000.0,98600000,1,98700000,19700000.0,44100000.0,98600000,1,98700000,16500000.0,40300000.0,98700000,14,0,0,0,0,164,232,0.060789244,0.070920784,0,5792,851.5714286,1667.121873,2779295.341,1,0,0,0,0,0,0,0,1,917.0769231,53.5,1656.428571,164,0,0,0,0,0,0,6,321,7,11595,0,235,3,20,13989.0,0.0,13989,13989,98600000.0,0.0,98600000,98600000,DoS Hulk,1
1,279136,80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,255274,80,86055125,7,6,367,11595,367,0,52.42857143,138.7129616,4344,0,1932.5,1977.812908,139.0039234,0.151065959,7171260.417,24800000.0,85900000,1,85900000,14300000.0,35100000.0,85900000,1,152488,30497.6,60489.6217,138169,48,0,0,0,0,232,200,0.081343209,0.06972275,0,4344,854.4285714,1565.98633,2452313.187,0,0,0,0,1,0,0,0,0,920.1538462,52.42857143,1932.5,232,0,0,0,0,0,0,7,367,6,11595,251,235,1,32,5.0,0.0,5,5,85900000.0,0.0,85900000,85900000,DoS Hulk,1
1,158107,80,98308467,9,6,340,11595,340,0,37.77777778,113.3333333,5792,0,1932.5,2181.008184,121.4035816,0.152580957,7022033.357,26200000.0,98200000,2,98200000,12300000.0,34700000.0,98200000,2,148563,29712.6,60299.13838,137243,14,0,0,0,0,296,200,0.091548574,0.061032383,0,5792,745.9375,1579.116988,2493610.463,0,0,0,0,1,0,0,0,0,795.6666667,37.77777778,1932.5,296,0,0,0,0,0,0,9,340,6,11595,251,235,1,32,1211.0,0.0,1211,1211,98200000.0,0.0,98200000,98200000,DoS Hulk,1
1,131518,80,98359938,6,6,349,11595,349,0,58.16666667,142.4786534,4344,0,1932.5,1754.831473,121.4315528,0.12200089,8941812.545,29600000.0,98300000,3,98300000,19700000.0,44000000.0,98300000,3,63663,12732.6,22162.90078,51273,48,0,0,0,0,200,200,0.061000445,0.061000445,0,4344,918.7692308,1498.680706,2246043.859,0,0,0,0,1,0,0,0,1,995.3333333,58.16666667,1932.5,200,0,0,0,0,0,0,6,349,6,11595,251,235,1,32,993.0,0.0,993,993,98300000.0,0.0,98300000,98300000,DoS Hulk,1
1,150090,80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,146311,80,100397861,9,6,915,11595,303,0,101.6666667,151.0124167,5792,0,1932.5,2362.781391,124.6042483,0.149405573,7171275.786,26700000.0,99800000,1,100000000,12500000.0,35300000.0,99800000,1,573443,114688.6,189081.1323,435845,87,0,0,0,0,284,200,0.089643344,0.059762229,0,5792,781.875,1649.549913,2721014.917,0,0,0,0,1,0,0,0,0,834.0,101.6666667,1932.5,284,0,0,0,0,0,0,9,915,6,11595,274,235,4,20,989.0,0.0,989,989,99800000.0,0.0,99800000,99800000,DoS Hulk,1
1,245392,80,84997434,11,6,2050,11595,410,0,186.3636364,214.1155168,5792,0,1932.5,2181.008184,160.534258,0.200006038,5312339.625,20800000.0,83300000,1,85000000,8499689.6,26300000.0,83300000,1,1740735,348147.0,778215.3873,1740261,45,0,0,0,0,360,200,0.129415672,0.070590366,0,5792,758.0555556,1469.056379,2158126.644,0,0,0,0,1,0,0,0,0,802.6470588,186.3636364,1932.5,360,0,0,0,0,0,0,11,2050,6,11595,274,235,5,32,7.0,0.0,7,7,83300000.0,0.0,83300000,83300000,DoS Hulk,1
1,196224,80,86369306,8,5,366,11595,360,0,45.75,126.9935319,5803,0,2319.0,2634.057896,138.486698,0.150516435,7197442.167,24600000.0,85400000,1,86400000,12300000.0,32200000.0,85400000,1,5293,1323.25,2348.558334,4844,50,0,0,0,0,260,168,0.092625498,0.057890936,0,5803,854.3571429,1851.24738,3427116.863,0,0,0,0,1,0,0,0,0,920.0769231,45.75,2319.0,260,0,0,0,0,0,0,8,366,5,11595,251,235,2,20,1988.0,0.0,1988,1988,85400000.0,0.0,85400000,85400000,DoS Hulk,1
1,111009,80,99786659,10,7,1252,11595,307,0,125.2,156.4855691,5792,0,1656.428571,2120.732252,128.7446652,0.170363455,6236666.188,24700000.0,98800000,45,99700000,11100000.0,32900000.0,98800000,156,99800000,16600000.0,40300000.0,98800000,45,0,0,0,0,280,232,0.100213797,0.070149658,0,5792,714.0555556,1483.056084,2199455.35,1,0,0,0,0,0,0,0,0,756.0588235,125.2,1656.428571,280,0,0,0,0,0,0,10,1252,7,11595,0,235,7,20,13009.0,0.0,13009,13009,98800000.0,0.0,98800000,98800000,DoS Hulk,1
1,263085,80,85443278,7,7,694,11595,347,0,99.14285714,169.3186627,4344,0,1656.428571,1946.27472,143.8264108,0.163851392,6572559.846,23600000.0,85100000,1,85300000,14200000.0,34700000.0,85100000,1,384650,64108.33333,101702.9689,228025,47,0,0,0,0,232,232,0.081925696,0.081925696,0,4344,819.2666667,1514.384621,2293360.781,0,0,0,0,1,0,0,0,1,877.7857143,99.14285714,1656.428571,232,0,0,0,0,0,0,7,694,7,11595,251,235,2,32,5.0,0.0,5,5,85100000.0,0.0,85100000,85100000,DoS Hulk,1
1,189030,80,84772142,9,6,378,11595,366,0,42.0,121.5277746,5792,0,1932.5,2181.008184,141.2374362,0.176944921,6055153.0,22600000.0,84600000,0,84600000,10600000.0,29900000.0,84600000,0,145507,29101.4,58404.27413,133167,46,0,0,0,0,272,200,0.106166953,0.070777969,0,5792,748.3125,1578.307183,2491053.563,0,0,0,0,1,0,0,0,0,798.2,42.0,1932.5,272,0,0,0,0,0,0,9,378,6,11595,251,235,3,20,2006.0,0.0,2006,2006,84600000.0,0.0,84600000,84600000,DoS Hulk,1
1,77110,80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,690003,80,11684739,7,6,387,11632,387,0,55.28571429,146.2722511,4392,0,1938.666667,2190.718847,1028.60663,1.112562292,973728.25,2300754.188,6679430,16,6685626,1114271.0,2727209.687,6681164,244,11700000,2336932.6,3252825.731,6679430,16,0,0,0,0,232,200,0.599072003,0.513490288,0,4392,858.5,1672.820591,2798328.731,0,0,0,1,0,0,0,0,0,924.5384615,55.28571429,1938.666667,232,0,0,0,0,0,0,7,387,6,11632,29200,235,1,32,3746.0,0.0,3746,3746,6679430.0,0.0,6679430,6679430,DoS GoldenEye,1
1,189804,80,994,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2012.072435,994.0,0.0,994,994,994,994.0,0.0,994,994,0,0.0,0.0,0,0,0,0,0,0,64,0,2012.072435,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,249923,80,99645020,5,6,383,11595,371,0,76.6,164.6019441,8688,0,1932.5,3506.021777,120.2067098,0.110391869,9964502.0,31500000.0,99600000,4,99600000,24900000.0,49800000.0,99600000,989,99600000,19900000.0,44500000.0,99600000,177,0,0,0,0,144,200,0.050178122,0.060213747,0,8688,998.6666667,2559.083797,6548909.879,1,0,0,0,0,0,0,0,1,1089.454545,76.6,1932.5,144,0,0,0,0,0,0,5,383,6,11595,0,235,2,20,12000.0,0.0,12000,12000,99600000.0,0.0,99600000,99600000,DoS Hulk,1
1,191847,80,100528645,11,6,742,11595,368,0,67.45454545,148.6044169,5792,0,1932.5,2181.008184,122.7212403,0.169106029,6283040.313,24800000.0,99200000,0,100000000,10000000.0,31300000.0,99200000,0,357466,71493.2,102901.6138,224000,46,0,0,0,0,356,200,0.109421548,0.059684481,0,5792,685.3888889,1495.219092,2235680.134,0,0,0,0,1,0,0,0,0,725.7058824,67.45454545,1932.5,356,0,0,0,0,0,0,11,742,6,11595,251,235,3,20,987.0,0.0,987,987,99200000.0,0.0,99200000,99200000,DoS Hulk,1
1,76764,80,85053300,10,4,686,11595,340,0,68.6,143.0525933,8688,0,2898.75,4095.56617,144.3918108,0.164602667,6542561.538,23500000.0,84700000,1,84900000,9435183.444,28200000.0,84700000,1,355606,118535.3333,110517.7457,219058,189,0,0,0,0,316,136,0.117573333,0.047029333,0,8688,818.7333333,2300.750886,5293454.638,0,0,0,0,1,0,0,0,0,877.2142857,68.6,2898.75,316,0,0,0,0,0,0,10,686,4,11595,251,235,3,20,2106.0,0.0,2106,2106,84700000.0,0.0,84700000,84700000,DoS Hulk,1
1,149176,80,85543155,5,7,409,11595,397,0,81.8,176.2276936,4344,0,1656.428571,1760.597234,140.3268327,0.140280073,7776650.455,25700000.0,85400000,12,85400000,21400000.0,42700000.0,85400000,991,85500000,14300000.0,34900000.0,85400000,17,0,0,0,0,144,232,0.05845003,0.081830042,0,4344,923.8461538,1496.296252,2238902.474,1,0,0,0,0,0,0,0,1,1000.833333,81.8,1656.428571,144,0,0,0,0,0,0,5,409,7,11595,0,235,2,20,1150.0,0.0,1150,1150,85400000.0,0.0,85400000,85400000,DoS Hulk,1
1,330700,80,656,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3048.780488,656.0,0.0,656,656,656,656.0,0.0,656,656,0,0.0,0.0,0,0,0,0,0,0,72,0,3048.780488,0.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,72,0,0,0,0,0,0,2,0,0,0,28960,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,106989,80,85167253,7,8,836,11595,409,0,119.4285714,197.8331428,4344,0,1449.375,1547.981999,145.9598562,0.176124032,6083375.214,22700000.0,84800000,0,85000000,14200000.0,34600000.0,84800000,0,85200000,12200000.0,32000000.0,84800000,48,0,0,0,0,196,264,0.082191215,0.093932817,0,4344,777.3125,1271.390615,1616434.096,1,0,0,0,0,0,0,0,1,829.1333333,119.4285714,1449.375,196,0,0,0,0,0,0,7,836,8,11595,0,235,4,20,3032.0,0.0,3032,3032,84800000.0,0.0,84800000,84800000,DoS Hulk,1
